,playlist_name,playlist_id,name,album_name,artist,id,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,y
591,sad songs for sad nights ,4yXfnhz0BReoVfwwYRtPBm,Coaster,American Teen,Khalid,39KG4kom3enSx4GTThuDGt,75,False,0.441,0.219,8,-14.586,1,0.0419,0.935,0.0,0.115,0.244,94.021,199120,4,0
592,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,You Are My Everything,Descendants Of The Sun Pt.4 (Original Television Soundtrack),Gummy,4s80CRYk3rRPZE56NvmFi7,64,False,0.335,0.498,6,-5.121,1,0.0381,0.658,0.0,0.119,0.104,135.057,240590,4,0
593,sad songs to scream while driving ,029YlheFHxopuwLl6ITlXs,Is It Just Me?,My Town,Emily Burns,1o2E5CwlBWuVElc41EqOSU,67,True,0.716,0.316,1,-6.902,0,0.0505,0.746,0.0,0.104,0.243,73.037,203731,4,0
594,sad songs to cry to at 2am,38BAFacbwA5kGf7iqcW7Wj,"Helium - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Fifty Shades Darker (Original Motion Picture Soundtrack),Sia,5fc6rQgAKiLutfUYWQ6QnJ,0,False,0.409,0.413,4,-6.722,1,0.0296,0.461,0.0,0.0765,0.13,137.02,252320,4,0
595,sad songs 2021 😢 crying and depressing music,3c0Nv5CY6TIaRszlTZbUFk,Arcade,Small Town Boy (Track By Track),Duncan Laurence,1J14CdDAvBTE1AJYUOwl6C,77,False,0.453,0.35,9,-11.639,0,0.0425,0.827,0.00122,0.144,0.279,72.017,185147,3,0
596,Sad songs everyone knows 2021 𓃰,6hh1TCrTpmz4wyinWodLzk,Bad At Love,hopeless fountain kingdom (Deluxe),Halsey,2TBQoW7s6iwKcg139ssqie,0,False,0.664,0.753,0,-3.589,1,0.0323,0.057,0.0,0.088,0.54,118.253,181279,4,0
597,sad songs to cry to at 2am,38BAFacbwA5kGf7iqcW7Wj,affection,we just need some time together,BETWEEN FRIENDS,2lTtnKQgjbrBA1qnOFhBkP,76,False,0.273,0.565,2,-7.283,1,0.248,0.516,1.68e-06,0.0855,0.298,179.518,235226,4,0
598,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,Say Yes,FIRST 'LOVE&LETTER',SEVENTEEN,1maafRRnys7gGBUXcjhzmM,49,False,0.301,0.449,4,-5.89,0,0.0434,0.485,0.0,0.0898,0.371,74.831,230447,4,0
599,Sad Hindi Songs - a little broken 🥺,4YOfhHpjPB0tq29NPpDY3F,Dil Royi Jaye,De De Pyaar De,Arijit Singh,3koIkVeaGyzs7cxVy6LBQc,47,False,0.593,0.521,1,-7.694,1,0.0269,0.731,0.0,0.113,0.542,99.031,256800,4,0
600,sad songs to scream in the car,0v7ALSB6wNw5uLdis40yKs,River Of Tears,Know-It-All (Deluxe),Alessia Cara,5NRl32BO29q8xtWFvOlHZE,61,False,0.388,0.372,6,-5.72,1,0.0468,0.928,0.0,0.146,0.285,89.701,254507,4,0
601,Sad songs everyone knows 2021 𓃰,6hh1TCrTpmz4wyinWodLzk,raindrops (an angel cried),Sweetener,Ariana Grande,0v2LUO8oTHnkjQ8MmKuXyk,66,True,0.336,0.231,1,-6.217,1,0.0497,0.942,0.0,0.188,0.429,168.685,37640,5,0
602,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,잠시 안녕처럼 Goodbye My Love,운명처럼 널 사랑해 OST Part.6 You are my destiny OST Part.6,AILEE,1G6hAKQDUeSRBDkcZyB0mD,58,False,0.292,0.562,3,-5.193,1,0.031,0.788,0.0,0.203,0.217,139.279,256305,4,0
603,sad indie songs for sad nights,61wCeISpu6SYd6EtLCqPW8,Please,Triplbt Theme,jagger finn,3yR2neLio3L6Jt6xYP0dVd,61,False,0.536,0.65,0,-8.625,1,0.027,0.00863,0.85,0.249,0.367,112.985,176407,4,0
604,sad songs to cry to at 3am🙇🏻‍♂️,2wrVuCkPOkh1jHp8qI8e0z,Remember,Watching Movies with the Sound Off (Deluxe Edition),Mac Miller,169mBDYNy6SFx2gb28pG1e,53,True,0.473,0.442,9,-10.807,1,0.112,0.0755,1.64e-05,0.119,0.0746,139.661,268366,4,0
605,Sad Songs🌌,74I50qE8OA4VEGZvX2BMFB,Wasted (feat. Lil Uzi Vert),Goodbye & Good Riddance,Juice WRLD,1a7WZZZH7LzyvorhpOJFTe,76,True,0.742,0.579,0,-5.024,1,0.202,0.0381,0.0,0.0952,0.502,144.994,258475,4,0
606,Yuvan Sad Songs💔,1YTnmmVJDVWeqkjI8eO3YM,Thottu Thottu,Kadhal Kondaen,Harish Raghavendra,75D1UiVMf8wOhNQCCaSU3c,47,False,0.789,0.727,1,-9.534,1,0.0709,0.646,0.000355,0.099,0.581,94.9,315985,4,0
607,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,The Snowman,Spring Again,Jung Seung Hwan,5QBOylNG7y0dob40NZxF9p,0,False,0.457,0.27,5,-9.161,1,0.0284,0.912,0.0,0.107,0.103,75.814,236071,1,0
608,Sad Songs 🥺,6nxPNnmSE0d5WlplUsa5L3,Umbrella,Umbrella,Ember Island,2FX5HPP1FNNuLlt2UU9os7,71,False,0.349,0.446,1,-11.327,1,0.0522,0.827,0.00722,0.0808,0.141,79.338,237794,4,0
609,sad songs :(,0uVeGcLzYnzdIm23yve8K8,High Hopes,In A Perfect World,Kodaline,5rZXBHUU2qz7huEckTwpqo,0,False,0.488,0.487,4,-6.371,1,0.0307,0.577,0.0,0.193,0.217,77.344,230267,4,0
610,sad songs to scream in the car,0v7ALSB6wNw5uLdis40yKs,Gravity Is Calling,Gravity Is Calling,The West,4xpPEMltsA6tohwWqLm89n,15,False,0.539,0.664,11,-6.804,1,0.0258,0.0127,0.0,0.0956,0.317,91.975,278193,4,0
611,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,I.L.Y.,Void,The Rose,5MkZkFLnUrsMrVKQwqv5zV,0,False,0.629,0.405,6,-7.335,1,0.0336,0.666,1.5e-06,0.112,0.187,137.742,213217,4,0
612,Sad Songs 😢 ,7ABD15iASBIpPP5uJ5awvq,All I Want,The Kodaline EP,Kodaline,1XczdQt6RKNkEQfPqUsi3q,0,False,0.189,0.426,0,-9.084,1,0.045,0.114,0.0885,0.058,0.159,187.281,306600,3,0
613,Naruto sad songs :(,6blhudL7MBpoYUD1dTlvQ7,Man of the World,"Anthology, Pt. 3",Eliott Tordo Erhu,3i1PTdptkiHzuZFpnGxI2j,41,False,0.0849,0.238,3,-13.638,0,0.0451,0.954,0.652,0.0603,0.0382,66.866,190334,3,0
614,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,Can You See My Heart,Hotel Del Luna OST Part.5,HEIZE,6td501MwDVFewdz6qNOtG8,32,False,0.398,0.165,9,-10.715,1,0.0354,0.885,0.0,0.102,0.125,134.808,225786,4,0
615,Sad Songs to cry your heart out to 😭💔,54NczufWOFmJ5jUVvRPxaF,Maybe,Divinely Uninspired To A Hellish Extent (Extended Edition),Lewis Capaldi,6ekzaErm5a1JZcQKj1lXAA,49,True,0.673,0.652,4,-5.552,1,0.0461,0.666,0.0,0.27,0.332,97.009,210333,4,0
616,sad songs to scream while driving ,029YlheFHxopuwLl6ITlXs,Pretender - Acoustic,The Click (Deluxe Edition),AJR,0Bxk3MUYZnmzflsoDNwSvW,55,False,0.811,0.365,7,-6.943,0,0.0291,0.639,0.0,0.224,0.539,97.941,181350,4,0
617,sad songs to scream in the car,0v7ALSB6wNw5uLdis40yKs,Save Me,Save Me,PTM,108d6LRvF892nXYanIiazI,28,True,0.581,0.491,0,-8.523,1,0.23,0.0307,0.0,0.136,0.181,150.065,236000,4,0
618,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,DOWNPOUR,DOWNPOUR,I.O.I,51CWs8Gipl0UqDGNA5xekm,0,False,0.467,0.433,9,-4.073,1,0.0332,0.66,0.0,0.13,0.333,145.302,234259,4,0
619,sad songs :(,0uVeGcLzYnzdIm23yve8K8,Miss You,Miss You,GUS,4x6WqZyGxsdqbWmJhaoPwE,40,False,0.57,0.638,7,-8.852,1,0.303,0.571,0.0,0.0906,0.489,74.716,198428,4,0
620,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,But I'll Miss You,"Maum, Part. 2",Paul Kim,7AyxUdou9NrGU64bTc9dsT,42,False,0.386,0.235,7,-9.139,1,0.0345,0.902,2.16e-05,0.132,0.216,132.503,249640,4,0
621,Sad songs for broken hearts💔,6O3D1ub73Ht0hKvjcI8WMb,Let Me,Let Me,ZAYN,7Fg342AJtNsIDdwCfX0paC,3,False,0.46,0.567,9,-5.637,1,0.0515,0.239,6.04e-06,0.0934,0.189,168.419,185703,4,0
622,Sad songs for broken hearts💔,6O3D1ub73Ht0hKvjcI8WMb,Fool's Gold,FOUR (Deluxe),One Direction,0L5gFNrzHyh4OhMwEz6DGS,70,False,0.515,0.773,6,-4.848,1,0.0479,0.23,1.29e-06,0.0938,0.379,128.001,210893,4,0
623,sad songs to scream in the car,0v7ALSB6wNw5uLdis40yKs,Treat You Better,Illuminate,Shawn Mendes,3AFfyUXTfj12PgrOkZiiJo,0,False,0.748,0.819,10,-4.032,0,0.198,0.13,0.0,0.111,0.792,110.645,187973,3,0
624,Heartbreak Jazz,37i9dQZF1DX70dqoLSWJrU,The End Of A Love Affair,Standard Time Vol. 2: Intimacy Calling,Wynton Marsalis,2PwzTstbRh96XOTltOY8Tn,30,False,0.266,0.0488,5,-15.698,0,0.0344,0.989,0.951,0.0706,0.255,172.867,191840,3,0
625,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,떠난다,Oh My Ghost (Original Television Pt. 3),Park Bo-young,6YepaCG8cUabGz3lyCgCxv,42,False,0.737,0.23,9,-12.431,1,0.0332,0.924,0.000347,0.109,0.188,115.695,221492,4,0
626,sad songs,08HldIXYJL4HRRMTIR1fsq,Don't Watch Me Cry,Lost & Found,Jorja Smith,202lm9YX5WmAac83tOGlVn,65,False,0.559,0.157,1,-10.132,1,0.0414,0.887,0.0,0.107,0.348,130.877,190430,4,0
627,Sad songs telugu 😭,2iJLY4qvAy8PFs7VfofY4A,Mounama O Mounama,Naanna Nenu Naa Boyfriends,Prakash Parighosh,4HjsOAlCF5Nsy7pk4MULAA,38,False,0.67,0.515,10,-8.384,0,0.0331,0.589,0.0,0.224,0.47,123.928,274141,4,0
628,sad songs,08HldIXYJL4HRRMTIR1fsq,Maybe,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,5HU2B0yEnvg5EUB8FWeoda,61,True,0.681,0.636,4,-5.485,1,0.0409,0.65,0.0,0.258,0.341,96.966,210116,4,0
629,Sad Songs 😢 ,7ABD15iASBIpPP5uJ5awvq,Don't Be A Fool,Don't Be A Fool,Shawn Mendes,3EYTlYIg99FUQNVS4Y8Yf9,0,False,0.467,0.329,11,-5.964,0,0.0402,0.619,0.0,0.0924,0.277,175.23,216027,3,0
630,sad songs :(,0uVeGcLzYnzdIm23yve8K8,Broken,Broken,Anson Seabra,1SoR3NCP3P9dtdoTnpPNi1,0,True,0.551,0.0754,6,-14.203,1,0.059,0.957,0.0,0.154,0.239,98.348,305676,4,0
631,Sad Songs for crying hours and heartbreak 💔,0tLAnPmh7VpPKBu8v6pZXd,Your Power,Happier Than Ever,Billie Eilish,042Sl6Mn83JHyLEqdK7uI0,82,False,0.632,0.284,9,-14.025,0,0.0801,0.932,0.000476,0.233,0.208,129.642,245897,4,0
632,sad songs to scream while driving ,029YlheFHxopuwLl6ITlXs,To Build a Home - Slowed,To Build a Home (Slowed),SelteMemset,49V0fqoVlcv0rfosPBupbq,12,False,0.281,0.0807,5,-18.415,1,0.0399,0.908,0.331,0.101,0.0957,118.598,460095,4,0
633,sad songs to cry to,70VaOHyjpsWcmA4gxosExZ,I never wanna lose you,I never wanna lose you,Teqkoi,5qiSzhwTxVWtvgqwANXXoP,59,False,0.725,0.398,11,-13.445,0,0.0754,0.525,0.000326,0.112,0.148,130.051,151921,4,0
634,sad songs to scream while driving ,029YlheFHxopuwLl6ITlXs,Run to You,Places,Lea Michele,2SOUTN8rzGAkBr001HqAXe,64,False,0.399,0.362,6,-8.37,1,0.0337,0.637,8.47e-06,0.0965,0.311,125.73,217427,4,0
635,Sad songs for girls ❤️ (Crying music and depressing music),2V54AkhxCDLeORKeBtDZGr,Calm,Calm,Hemes,6Oa5Syttsum4NuqohIMYwI,32,False,0.414,0.362,9,-8.509,1,0.0331,0.387,8.39e-06,0.129,0.112,152.18,177564,4,0
636,sad songs to cry to at 2am,38BAFacbwA5kGf7iqcW7Wj,Elise,Elise,The Greeting Committee,6gjUxk2gNqaMtTYV0t3PPB,58,False,0.64,0.0561,0,-13.156,1,0.0604,0.864,0.0,0.165,0.227,123.258,254750,3,0
637,sad songs to cry to at 2am,38BAFacbwA5kGf7iqcW7Wj,Better Days,Better Days,Pete Murray,1cqp3GlgGJ8Ls1PxTavRyt,28,False,0.635,0.561,1,-7.458,1,0.0248,0.154,0.000167,0.361,0.329,113.99,226333,4,0
638,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,"Baby, Don't Cry",The 1st Album 'XOXO' (Repackage),EXO,7M4eO9xXwmAnO0hq6XDles,55,False,0.653,0.827,5,-4.179,1,0.0417,0.344,0.0,0.144,0.421,137.946,233956,4,0
639,Sad Songs 🥺,6nxPNnmSE0d5WlplUsa5L3,Loved you in a different way,Loved you in a different way,hyunghae,4YrMheXaezOfmwcaDDo7Jk,30,False,0.477,0.388,0,-10.538,1,0.0352,0.806,2.81e-05,0.149,0.298,149.793,243200,4,0
640,Sad songs to make you cry,16hBhAXKivud4TBL5LpBYM,SOS - From 'Mamma Mia!' Original Motion Picture Soundtrack,Mamma Mia! The Movie Soundtrack,Pierce Brosnan,26seN94mgiImzDyVRkl3hl,60,False,0.543,0.736,0,-5.181,0,0.0309,0.0804,2.81e-06,0.133,0.385,123.353,199307,4,0
641,Sad songs for girls ❤️ (Crying music and depressing music),2V54AkhxCDLeORKeBtDZGr,Daydream,Daydream,Kaylin Vela,4j9yTUk0UkVwMzlD1dJtPZ,41,False,0.714,0.723,11,-6.281,0,0.0366,0.138,0.0,0.0628,0.767,120.025,199659,4,0
642,Sad songs for broken hearts💔,6O3D1ub73Ht0hKvjcI8WMb,The Only Exception,Brand New Eyes,Paramore,7JIuqL4ZqkpfGKQhYlrirs,73,False,0.452,0.563,4,-6.607,1,0.0272,0.144,0.0,0.143,0.209,137.715,267653,3,0
643,Sad songs for girls ❤️ (Crying music and depressing music),2V54AkhxCDLeORKeBtDZGr,Learning To Live Without You,Learning To Live Without You,Hajaj,2cEMwE3n0z4Uw4xVwNqDst,57,False,0.559,0.237,0,-15.007,1,0.0537,0.747,2.05e-06,0.125,0.174,67.442,193785,4,0
644,sad songs to scream while driving ,029YlheFHxopuwLl6ITlXs,Summertime Sadness,Born To Die – Paradise Edition (Special Version),Lana Del Rey,1Ist6PR2BZR3n2z2Y5R6S1,62,False,0.566,0.647,1,-6.815,0,0.0335,0.0477,0.0,0.121,0.22,111.96,264773,4,0
645,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,Loveship,Loveship,Paul Kim,6Hqk3UKf4uIrdbkJvwM7y3,44,False,0.384,0.384,10,-7.001,1,0.0312,0.881,0.0,0.0947,0.0759,129.12,259867,4,0
646,sad lofi songs,1nVWPImtwYUYdvCTPHTtpJ,Losing Interest,Missing,itssvd,1LGFhRGycG5VI9cU8gFgVP,12,False,0.753,0.355,8,-13.295,0,0.0898,0.48,0.87,0.122,0.506,111.863,120547,4,0
647,sad country songs to cry to.,7kEE6TqULEqEkWETKhXscw,Stone Cold Sober,Stone Cold Sober,Brantley Gilbert,4heBMHhK2sGEINmK2v5mJW,0,False,0.462,0.823,9,-5.627,1,0.0382,0.0312,1.14e-05,0.0828,0.42,147.913,230573,4,0
648,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,LOVE,Dr. Romantic 2 OST Part.5,Yang Da Il,0dUTpb46RiwkTThfz4QVp4,35,False,0.283,0.356,5,-7.235,1,0.0305,0.799,0.0,0.128,0.179,73.011,227339,1,0
649,Sad songs playlist that will make you cry 💔,4PWQV9dQpT7As9OTZBqrR8,They Distort My Reality,They Distort My Reality,Promoting Sounds,6rmlfJjZ2kmMIjKFtOQWjZ,52,False,0.659,0.462,5,-11.42,1,0.11,0.113,0.0,0.115,0.423,155.877,185577,4,0
650,XXXTENTACION saddest songs ,5rl1TnFxMdpXVOwxHPhyfI,SAD!,SAD!,XXXTENTACION,35ieKju5aLWFN5UgfJ27mL,0,True,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166568,4,0
651,Sad songs everyone knows 2021 𓃰,6hh1TCrTpmz4wyinWodLzk,agoraphobic,agoraphobic,CORPSE,6ATqL4f1nFWwASrWi8nF6e,73,True,0.815,0.697,7,-9.57,1,0.219,0.778,0.000398,0.102,0.147,97.987,129796,4,0
652,Sad songs playlist that will make you cry 💔,4PWQV9dQpT7As9OTZBqrR8,Already Dead,Already Dead,Juice WRLD,7qM1BWAsZMTYh4BcYLb0uQ,88,True,0.74,0.501,1,-6.339,1,0.0592,0.019,0.0,0.114,0.119,83.5,231011,4,0
653,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,That XX,SBS K-POP STAR SEASON2 TOP 10 Part.1,Andrew Choi,7LhTuPp3IIjQBf5xbcyGqs,0,False,0.629,0.452,2,-7.988,1,0.0326,0.513,0.0,0.147,0.251,101.933,174912,4,0
654,Sad songs for girls ❤️ (Crying music and depressing music),2V54AkhxCDLeORKeBtDZGr,Hurt,Hurt,Swan Lingo,2bp9i4nZsw9KGChuxklbEV,25,False,0.465,0.41,9,-7.862,1,0.0524,0.718,0.0,0.203,0.378,128.143,120059,4,0
655,sad songs to cry to at 2am,38BAFacbwA5kGf7iqcW7Wj,Hey There Delilah,All That We Needed,Plain White T's,4RCWB3V8V0dignt99LZ8vH,81,False,0.656,0.291,2,-10.572,1,0.0293,0.872,0.0,0.114,0.298,103.971,232533,4,0
656,sad country songs to cry to.,7kEE6TqULEqEkWETKhXscw,Don't Take The Girl,Not A Moment Too Soon,Tim McGraw,2wmEryA2YLaFwFvA63n3O2,62,False,0.439,0.454,0,-8.669,1,0.0308,0.279,0.0,0.123,0.354,204.263,249360,4,0
657,sad songs to cry to at 2am,38BAFacbwA5kGf7iqcW7Wj,Say Something,Is There Anybody Out There? - Track by Track Commentary,A Great Big World,5TvE3pk05pyFIGdSY9j4DJ,72,False,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,229400,3,0
658,sad songs :(,0uVeGcLzYnzdIm23yve8K8,Be Alright,Believe (Deluxe Edition),Justin Bieber,0nxvFG50rGXkiGQqOO2MHr,59,False,0.803,0.356,5,-9.026,0,0.0326,0.589,0.0,0.16,0.739,106.95,189653,4,0
659,sad songs to scream while driving ,029YlheFHxopuwLl6ITlXs,Home,The Sad Vegan,Catie Turner,54DyAg16LVrEZflunc6UDY,54,False,0.361,0.177,11,-12.023,0,0.0346,0.927,0.0,0.0911,0.32,113.36,207837,4,0
660,sad songs to scream while driving ,029YlheFHxopuwLl6ITlXs,Kiss the Girl,Kiss the Girl,Brent Morgan,3ES0Q2d2dvNyPNGAtJVUqe,67,False,0.675,0.245,11,-13.15,1,0.0294,0.663,5.33e-05,0.118,0.303,105.01,130457,4,0
661,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,The Fool,His Voice,Jung Seung Hwan,6Mo4q54MmYS0MTvtkdpinH,0,False,0.269,0.335,1,-7.629,1,0.0547,0.771,0.0,0.124,0.095,61.13,238956,4,0
662,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,I Still love you a lot,I Still love you a lot,Jeon Sang Keun,3cZvGx80KaW9PrJ0OBez7o,44,False,0.415,0.477,4,-6.222,1,0.0413,0.798,0.0,0.226,0.3,137.594,275093,4,0
663,Sad Tamil Songs 🥀,6ybCs40CUSVISYNRoqtQAZ,Innisai Paadivarum - Language: Tamil; Film: Thullatha Manamum Thullum; Film Artist 1: Vijay; Film Artist 2: Simran,Thullatha Manamum Thullum & Nee Varuvai Ena,Unnikrishnan,33d0aCkd8fJUtnLTNLDOxV,45,False,0.58,0.789,8,-2.703,1,0.0337,0.501,0.0,0.132,0.393,82.84,294040,4,0
664,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,SHIN YONG JAE,SHIN YONG JAE,HAEUN,2bFH2GvGR8N449hHtKOv0P,34,False,0.528,0.571,5,-4.755,1,0.037,0.784,0.0,0.106,0.321,127.961,213812,4,0
665,sad songs 2021 😢 crying and depressing music,3c0Nv5CY6TIaRszlTZbUFk,A Guy Like You,A Guy Like You,JADE MOSS,7tfppu8CeSFdj18GFgasWJ,48,False,0.664,0.301,0,-7.476,0,0.0331,0.807,0.0164,0.152,0.0774,112.007,157781,4,0
666,Heartbreak Jazz,37i9dQZF1DX70dqoLSWJrU,I Got It Bad (And That Ain't Good),Nat King Cole Sings George Shearing Plays,Nat King Cole,49iKGaiTvv4ewjYPhvimxu,46,False,0.204,0.143,4,-18.769,0,0.0332,0.835,0.00197,0.104,0.136,75.05,222867,5,0
667,SAD LOVE SONGS,53NEfJTEt86ytgk5SaqMjZ,Remember Who I Was,Remember Who I Was,James Arthur,7AsQ91Fnyga6cqYIJaMSVe,41,False,0.349,0.326,8,-9.151,1,0.0504,0.847,3.33e-06,0.112,0.179,76.909,178093,4,0
668,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,Say,ITAEWON CLASS (Original Television Soundtrack) Pt. 8,Yoon Mirae,12oU9EduTIa1N2uEasX7qI,48,False,0.503,0.405,6,-4.685,1,0.0287,0.553,0.0,0.0932,0.212,127.228,260453,4,0
669,sad lofi songs,1nVWPImtwYUYdvCTPHTtpJ,I'll Keep You Safe,I'll Keep You Safe,sagun,506O2O13slCAUEo6w8aqr8,29,False,0.755,0.0625,7,-24.694,1,0.0555,0.945,0.816,0.178,0.462,114.984,185876,4,0
670,sad songs :(,0uVeGcLzYnzdIm23yve8K8,People Change,People Change,Kodie Osborne,3tQXcgANtsWFikbevMflJy,55,False,0.693,0.402,9,-12.591,1,0.414,0.71,2.11e-06,0.368,0.373,118.796,112000,4,0
671,Sad songs for broken hearts💔,6O3D1ub73Ht0hKvjcI8WMb,The Few Things,The Few Things,JP Saxe,4T5tKuQBjol779cYZyL9D2,0,False,0.536,0.322,7,-12.834,1,0.0621,0.601,2.26e-05,0.113,0.236,135.5,244355,4,0
672,sad songs to cry to at 3am🙇🏻‍♂️,2wrVuCkPOkh1jHp8qI8e0z,Lonely,Trouble,Akon,5QnM8r0kqFdM84k18aFE2V,62,True,0.632,0.533,5,-7.873,0,0.0338,0.351,0.0,0.236,0.595,90.064,235800,4,0
673,Sad Songs🥀🧸,0oTShHHO5783uJ9LzjgBTC,IDK You Yet,IDK You Yet (Live on Piano),Alexander 23,0j1Ia2lQWrcXrQZI4AdJlk,81,False,0.648,0.308,1,-11.729,1,0.04,0.886,0.0774,0.124,0.198,76.997,184638,1,0
674,sad songs to scream while driving ,029YlheFHxopuwLl6ITlXs,Tomorrow,Neon,Chris Young,1qjl8UJtWTHrk4SFpwftSN,66,False,0.441,0.644,11,-5.774,1,0.0363,0.56,0.0,0.109,0.349,141.733,220173,4,0
675,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,Empty words,Empty words,Huh Gak,3Hf9mJbB2Pif4n3VkB1Lzg,38,False,0.576,0.407,4,-5.818,1,0.0374,0.708,0.0,0.109,0.367,79.984,252145,4,0
676,sad songs :(,0uVeGcLzYnzdIm23yve8K8,I Will Wait,Babel (Deluxe Version),Mumford & Sons,5PRRthP9SLfbXB359MfIWv,62,False,0.486,0.769,1,-5.14,1,0.0341,0.0119,0.00832,0.197,0.393,131.286,276720,4,0
677,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,Stay - Instrumental,Suits (Original TV Soundtrack) Part 2,JEONG EUN JI,0oRnVbMQraGTY8VEmIb8lt,0,False,0.722,0.239,3,-11.166,1,0.0361,0.693,0.907,0.0974,0.166,140.005,223547,4,0
678,sad songs 2021 😢 crying and depressing music,3c0Nv5CY6TIaRszlTZbUFk,Overflow,Overflow,Dario Lessing,0x8v0e5aeFBsDvVXG6hWTi,42,False,0.401,0.117,4,-19.133,1,0.0366,0.985,0.289,0.0865,0.0389,119.94,228119,4,0
679,Sad Songs🌌,74I50qE8OA4VEGZvX2BMFB,Toxic,Faded,BoyWithUke,2kaNmAbqrtOf7Rdr3fnCWl,84,True,0.594,0.612,8,-6.627,0,0.363,0.835,0.0,0.461,0.687,179.629,168020,4,0
680,sad country songs to cry to.,7kEE6TqULEqEkWETKhXscw,What Hurts The Most,Me And My Gang (International Version),Rascal Flatts,6U5pgPq1bsJ6UBeakd4mfQ,0,False,0.537,0.674,5,-5.134,0,0.0277,0.0088,0.0,0.265,0.33,136.002,214107,4,0
681,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,Scattered,"Another Miss Oh (Original Television Soundtrack), Pt 8",EZ Kim,6OWXsCWB9SNEhZqazmk7DC,39,False,0.306,0.432,4,-6.349,1,0.0441,0.838,0.0,0.135,0.269,43.223,241258,3,0
682,Sad Hindi Melodies,37i9dQZF1DXdFesNN9TzXT,Tum Bewafa Ho (feat. Arjun Bijlani & Nia Sharma),Tum Bewafa Ho (feat. Arjun Bijlani & Nia Sharma),Payal Dev,4wIPUdVDOAXVBm1Y6UcLGN,45,False,0.367,0.418,7,-6.964,0,0.0345,0.719,0.0,0.128,0.258,151.311,251423,4,0
683,sad songs to scream while driving ,029YlheFHxopuwLl6ITlXs,I Think I'm In Love,My Garden,Kat Dahlia,3U1TuSqHIubBA10cVP7Sk6,72,True,0.632,0.638,7,-6.731,1,0.0505,0.137,0.0,0.125,0.574,121.868,202667,3,0
684,Sad Hindi Songs - a little broken 🥺,4YOfhHpjPB0tq29NPpDY3F,Kabira,Yeh Jawaani Hai Deewani,Pritam,4bD9z9qa4qg9BhryvYWB7c,70,False,0.59,0.555,2,-6.861,1,0.0271,0.481,0.0,0.192,0.191,84.027,223460,4,0
685,sad songs 2021 😢 crying and depressing music,3c0Nv5CY6TIaRszlTZbUFk,Rome,Coordinates Remain,Lasse Matthiessen,5Quh0eA3pr7HtQBVf5qMnz,28,False,0.718,0.417,8,-14.868,1,0.141,0.617,0.402,0.1,0.546,160.085,197427,4,0
686,sad songs to scream while driving ,029YlheFHxopuwLl6ITlXs,Just About Over You,Just About Over You,Priscilla Block,4Ec0q0j8hRTCX4QQ5MiHSX,70,False,0.53,0.524,4,-5.751,1,0.0327,0.544,0.0,0.11,0.514,150.05,179214,4,0
687,sad sing along songs,6Ls7yiJYIMMGVY4BzScPmd,More Than This,Up All Night,One Direction,0UAB340gAcSMk3r0a8PTag,67,False,0.498,0.715,0,-4.446,1,0.0315,0.0607,0.0,0.274,0.225,151.809,229107,4,0
688,Sad songs everyone knows 2021 𓃰,6hh1TCrTpmz4wyinWodLzk,Brain & Heart,K-12 (After School – Deluxe Edition),Melanie Martinez,3hsOzsLN8IlNRcB7RWMaqI,49,False,0.693,0.58,3,-8.15,0,0.18,0.125,0.0,0.0467,0.688,193.952,203461,4,0
689,Sad Hindi Songs - a little broken 🥺,4YOfhHpjPB0tq29NPpDY3F,"Phir Le Aya Dil (From ""Barfi!"") - Reprise",Yours Truly Arijit,Pritam,1v44B665HjeVZiBMtT4TZT,43,False,0.231,0.545,7,-8.92,1,0.0358,0.838,3.5e-06,0.0961,0.325,77.727,305613,4,0
